CaptureSite,ForagingGround,CaptureMethod,Species,Sex,Status,CaptureSiteCategory,Type,year,week_of_year,year_woy
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,51,200651
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,26,201226
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,26,201826
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,34,201634
12,Ocean,Net,Species_5,Unknown, 7RMS is sunken with white calcerous algae,CaptureSiteCategory_2,Type_1,2003,40,200340
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,50,201050
1,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,26,201126
9,Ocean,Net,Species_6,,Released,CaptureSiteCategory_1,Type_1,2011,48,201148
23,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,11,200711
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,20,201220
13,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2009,41,200941
25,Creek,Net,Species_0,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,41,200541
2,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2009,44,200944
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,41,200941
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,33,200233
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,14,201614
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2002,11,200211
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,49,201549
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,7,201207
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,7,201207
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,9,200709
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,50,201850
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,37,201737
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,51,200851
25,Creek,Net,Species_5,Unknown, sm bs on 1RLS and 3LLS,CaptureSiteCategory_0,Type_0,2003,45,200345
23,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,13,200313
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,25,201825
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,13,201013
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,46,201446
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2007,36,200736
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2003,21,200321
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,31,201531
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2003,23,200323
28,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,39,201339
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,38,201138
12,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2009,52,200952
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,20,201420
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,32,201432
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,29,201329
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,52,200952
11,Creek,Net,Species_5,Unknown,Admitted,CaptureSiteCategory_0,Type_0,2017,50,201750
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,10,201810
22,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,28,200728
12,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2009,27,200927
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,49,201649
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,5,201705
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,49,200849
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,12,200412
19,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2001,44,200144
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,18,201518
1,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2011,21,201121
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,26,201226
12,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2011,22,201122
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,45,201345
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,47,200747
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,48,201048
10,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,16,201716
22,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2007,28,200728
9,Ocean,Net,Species_5,Female,,CaptureSiteCategory_1,Type_1,2010,35,201035
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,31,201531
10,Ocean,Collected Floater,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,42,200242
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,8,201308
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,33,201233
15,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,25,201025
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,46,201446
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,10,200610
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,49,200449
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,13,201813
25,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,40,201740
16,Creek,Net,Species_5,Unknown, RR flipper has old bite out of it,CaptureSiteCategory_4,Type_0,2001,41,200141
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,46,201746
19,Ocean,Beached,Species_5,,,CaptureSiteCategory_2,Type_1,2010,6,201006
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,51,201551
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,9,201509
4,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,28,201428
6,Creek,Net,Species_5,Unknown, flake on the second LLS,CaptureSiteCategory_4,Type_0,2017,14,201714
20,Creek,Longline,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,51,201151
1,Ocean,Net,Species_6,,Released,CaptureSiteCategory_2,Type_1,2011,43,201143
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,27,200927
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,12,201212
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,6,201306
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,50,201850
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,45,201645
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,35,200835
12,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,43,201343
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,13,201413
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,31,201431
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,46,201646
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,7,201707
4,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2010,5,201005
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,28,201828
11,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,4,200904
15,Creek,Net,Species_6,,Released,CaptureSiteCategory_0,Type_0,2011,48,201148
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,35,201835
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,45,200545
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2017,41,201741
19,Ocean,Net,Species_4,Female,Admitted,CaptureSiteCategory_2,Type_1,2017,31,201731
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,20,201420
9,Ocean,Net,Species_5,,,CaptureSiteCategory_1,Type_1,2011,19,201119
25,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,51,201151
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,25,201425
1,Ocean,Net,Species_6,,,CaptureSiteCategory_2,Type_1,2010,50,201050
14,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,28,201228
11,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,32,201732
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,9,200409
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,41,201741
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,10,201010
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,12,200512
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,11,201211
27,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,50,201150
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,50,201850
12,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,44,201444
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,28,201428
21,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2008,3,200803
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,40,200740
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,33,201633
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2016,16,201616
8,Ocean,Net,Species_6,,Released,CaptureSiteCategory_1,Type_1,2011,47,201147
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,34,201834
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,48,201348
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,44,201344
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2018,15,201815
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,6,201706
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,40,201340
19,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,51,201551
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,52,201852
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,37,201137
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2017,11,201711
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,24,201424
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,37,201237
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,41,200541
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2011,26,201126
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,46,201546
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,7,201607
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,24,201724
12,Ocean,Net,Species_5,,Released,CaptureSiteCategory_2,Type_1,2011,47,201147
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,18,201318
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,1,201301
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,4,200904
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,1,201201
1,Ocean,Net,Species_6,,Released,CaptureSiteCategory_2,Type_1,2012,2,201202
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,14,201614
21,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,39,201439
17,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,35,201535
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,7,201207
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,15,201415
13,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2001,24,200124
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,49,201849
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,1,201601
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,6,200706
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,8,200708
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,39,201739
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,16,201816
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,24,201724
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,51,200251
16,Creek,Net,Species_6,Unknown, deformed third CS,CaptureSiteCategory_4,Type_0,2017,21,201721
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2002,31,200231
7,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,3,200603
2,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2009,18,200918
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,24,201224
4,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2008,43,200843
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,27,200827
21,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,49,201549
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,36,201436
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,18,201618
9,Ocean,Longline,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,48,201248
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,4,200604
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,47,201447
7,Creek,Longline,Species_5,,,CaptureSiteCategory_4,Type_0,2010,14,201014
16,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2015,17,201517
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,25,201825
13,Ocean,Not_Recorded,Species_5,,,CaptureSiteCategory_2,Type_1,2009,15,200915
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,20,200820
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,49,201249
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,47,201447
23,Creek,Longline,Species_5,,,CaptureSiteCategory_0,Type_0,2008,19,200819
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,24,201824
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,52,201252
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2013,17,201317
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,52,201052
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,8,201008
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,19,201219
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2008,4,200804
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2001,49,200149
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,8,201808
23,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,12,201212
15,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,49,201449
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,36,201836
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,19,200419
1,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,1,201501
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2015,5,201505
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2009,25,200925
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,11,200711
23,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,4,201004
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2015,45,201545
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,48,201548
7,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2006,6,200606
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,36,201636
2,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,29,201629
9,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_1,Type_1,2012,21,201221
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,22,201722
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,7,201007
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,8,201808
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,27,201527
24,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2016,44,201644
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,52,201852
27,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,2,201402
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,52,201352
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,9,201509
21,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,37,201337
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2006,40,200640
13,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2014,49,201449
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,50,201350
27,Creek,Net,Species_5,,Released,CaptureSiteCategory_0,Type_0,2011,49,201149
1,Ocean,By Hand,Species_5,,,CaptureSiteCategory_2,Type_1,2011,32,201132
5,Creek,Longline,Species_5,,,CaptureSiteCategory_4,Type_0,2008,6,200806
5,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,14,201314
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,49,200449
21,Creek,Uzio,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,6,200706
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,44,201844
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,43,201443
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,51,201451
25,Creek,Net,Species_5,Unknown,,CaptureSiteCategory_0,Type_0,2009,4,200904
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2016,46,201646
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2014,39,201439
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,8,201408
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2017,11,201711
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,24,201224
15,Creek,Net,Species_6,Male,Released,CaptureSiteCategory_0,Type_0,2013,4,201304
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2013,49,201349
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,9,201609
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2004,46,200446
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,16,201216
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2016,29,201629
27,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,11,201011
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2009,52,200952
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2004,11,200411
25,Creek,Net,Species_5,,,CaptureSiteCategory_0,Type_0,2010,30,201030
16,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2010,10,201010
24,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,24,201224
4,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2012,45,201245
5,Creek,Longline,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2012,7,201207
19,Ocean,Net,Species_5,Unknown,Released,CaptureSiteCategory_2,Type_1,2018,48,201848
15,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2015,52,201552
22,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_4,Type_0,2018,4,201804
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,43,201243
5,Creek,Net,Species_5,,,CaptureSiteCategory_4,Type_0,2011,6,201106
10,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_2,Type_1,2017,39,201739
13,Ocean,Net,Species_5,,,CaptureSiteCategory_2,Type_1,2008,35,200835
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2005,6,200506
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2012,8,201208
11,Creek,Net,Species_6,Unknown,Released,CaptureSiteCategory_0,Type_0,2001,29,200129
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2013,48,201348
23,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2007,38,200738
16,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_4,Type_0,2013,33,201333
1,Ocean,Net,Species_5,,Released,CaptureSiteCategory_2,Type_1,2011,43,201143
23,Creek,Net,Species_5,Unknown,,CaptureSiteCategory_0,Type_0,2004,5,200405
9,Ocean,Net,Species_6,Unknown,Released,CaptureSiteCategory_1,Type_1,2014,40,201440
7,Creek,Longline,Species_5,Unknown,Not_Recorded,CaptureSiteCategory_4,Type_0,2006,30,200630
25,Creek,Net,Species_5,Unknown,Released,CaptureSiteCategory_0,Type_0,2018,9,201809
